"FID","CODIGO_ACC","FORMULARIO","FECHA_OCUR","HORA_OCURR","ANO_OCURRE","MES_OCURRE","DIA_OCURRE","FECHA_HORA","DIRECCION","CLASE_ACC","LOCALIDAD","CODIGO_VEH","CONDICION","MUERTE_POS","FECHA_POST","GENERO","EDAD","GRUPO ETARIO","UPL","CATEGORÍA"
"1610","12803714","A001394479","44629","07:23:00","2022","MARZO","MIERCOLES","44629","KR 1  - CL 58  S 02","VOLCAMIENTO","USME","2","MOTOCICLISTA","N","","MASCULINO","42","ADULTEZ","Rafael Uribe","FATAL"
"100","12805609","A001394487","44638","16:06:00","2022","MARZO","VIERNES","44638","CL 71  S- KR 3 A  02","CHOQUE","USME","1","MOTOCICLISTA","N","","MASCULINO","51","ADULTEZ","Rafael Uribe","FATAL"
"220","12805667","A001394504","44639","20:01:00","2022","MARZO","SABADO","44639","AK 86  - DG 63 F  02","CHOQUE","ENGATIVA","2","MOTOCICLISTA","N","","MASCULINO","37","ADULTEZ","Tabora","FATAL"
"202","12803640","A001394537","44627","16:39:00","2022","MARZO","LUNES","44627","CL 12  - KR 78   02","CHOQUE","KENNEDY","3","CICLISTA","N","","MASCULINO","14","ADOLESCENCIA","Tintal","FATAL"
"203","12803542","A001394565","44628","13:20:00","2022","MARZO","MARTES","44628","AU NORTE - CL 235   02","CHOQUE","SUBA","2","CICLISTA","N","","MASCULINO","16","ADOLESCENCIA","Torca","FATAL"
"1787","12804445","A001394567","44631","17:40:00","2022","MARZO","VIERNES","44631","AV AVENIDA DE LAS AMERICAS - CL 81 B  02","ATROPELLO","KENNEDY","0","PEATON","S","44631","MASCULINO","56","ADULTEZ","Patio Bonito","FATAL"
"324","12803733","A001394622","44630","01:02:00","2022","MARZO","JUEVES","44630","CL 26  - KR 43   02","ATROPELLO","TEUSAQUILLO","0","PEATON","N","","MASCULINO","44","ADULTEZ","Teusaquillo","FATAL"
"130","12806413","A001394724","44639","19:36:00","2022","MARZO","SABADO","44639","KR 14  - CL 53   02","CHOQUE","CHAPINERO","2","PASAJERO","S","44655","MASCULINO","25","JUVENTUD","Chapinero","FATAL"
"125","12803878","A001394771","44630","04:41:00","2022","MARZO","JUEVES","44630","CL 56 F  S- KR 89 B  02","CHOQUE","BOSA","2","MOTOCICLISTA","N","","MASCULINO","29","ADULTEZ","Edén","FATAL"
"233","12805248","A001394780","44636","10:20:00","2022","MARZO","MIERCOLES","44636","CL 17  - KR 86   02","CHOQUE","FONTIBON","2","CICLISTA","S","44639","MASCULINO","27","JUVENTUD","Salitre","FATAL"
"431","12806295","A001394937","44638","19:40:00","2022","MARZO","VIERNES","44638","TV 60  - CL 45 A  02","ATROPELLO","TUNJUELITO","0","PEATON","S","44724","MASCULINO","69","ADULTO MAYOR","Tunjuelito","FATAL"
"426","12806072","A001395094","44641","15:38:00","2022","MARZO","LUNES","44641","CL 93 A  S- KR 18 B  02","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","S","44641","MASCULINO","84","ADULTO MAYOR","Cuenca del Tunjuelo","FATAL"
"189","12805201","A001395179","44635","14:01:00","2022","MARZO","MARTES","44635","AU NORTE - CL 166   02","CHOQUE","USAQUEN","1","MOTOCICLISTA","N","","MASCULINO","29","ADULTEZ","Toberín","FATAL"
"124","12805139","A001395208","44635","15:45:00","2022","MARZO","MARTES","44635","AC 24  - KR 74 B  02","CHOQUE","FONTIBON","2","CICLISTA","N","","MASCULINO","64","ADULTO MAYOR","Salitre","FATAL"
"1786","12805875","A001395276","44642","07:22:00","2022","MARZO","MARTES","44642","KR 14  - CL 51  S 02","CHOQUE","TUNJUELITO","2","MOTOCICLISTA","N","","FEMENINO","27","JUVENTUD","Tunjuelito","FATAL"
"1507","12807701","A001395428","44651","21:05:00","2022","MARZO","JUEVES","44651","CL 140 A  - KR 103 B  02","CHOQUE","SUBA","2","MOTOCICLISTA","N","","MASCULINO","26","JUVENTUD","Rincón de Suba","FATAL"
"232","12805485","A001395451","44637","22:30:00","2022","MARZO","JUEVES","44637","KR 24  - CL 31 B  S 02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","S","44638","MASCULINO","61","ADULTO MAYOR","Restrepo","FATAL"
"85","12805237","A001395455","44637","15:05:00","2022","MARZO","JUEVES","44637","KR 30  - CL 6   02","CHOQUE","LOS MARTIRES","3","MOTOCICLISTA","N","","FEMENINO","19","JUVENTUD","Centro Histórico","FATAL"
"1836","12854541","A001395512","44663","21:05:00","2022","ABRIL","MARTES","44663","AC 80  - KR 68 C  02","ATROPELLO","ENGATIVA","0","PEATON","N","","MASCULINO","28","JUVENTUD","Tabora","FATAL"
"216","12806347","A001395754","44639","14:40:00","2022","MARZO","SABADO","44639","CL 6  - KR 18   02","CHOQUE","LOS MARTIRES","2","CICLISTA","S","44641","MASCULINO","41","ADULTEZ","Centro Histórico","FATAL"
"427","12806092","A001395797","44640","23:35:00","2022","MARZO","DOMINGO","44640","AV AVENIDA BOYACA - CL 66  S 02","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","S","44648","FEMENINO","21","JUVENTUD","Lucero","FATAL"
"417","12806777","A001395879","44647","05:32:00","2022","MARZO","DOMINGO","44647","KR 10  - CL 2   02","ATROPELLO","SANTA FE","1","MOTOCICLISTA","N","","MASCULINO","24","JUVENTUD","Centro Histórico","FATAL"
"1194","12835885","A001396007","44648","18:10:00","2022","MARZO","LUNES","44648","CL 72  - KR 105 G  02","CHOQUE","ENGATIVA","2","CICLISTA","N","","FEMENINO","33","ADULTEZ","Engativá","FATAL"
"418","12806662","A001446730","44645","02:00:00","2022","MARZO","VIERNES","44645","CL 47  S- KR 85 A  02","CHOQUE","KENNEDY","1","MOTOCICLISTA","S","44649","MASCULINO","36","ADULTEZ","Edén","FATAL"
"1369","12808666","A001446782","44649","23:00:00","2022","MARZO","MARTES","44649","KR 30  - CL 32  S 02","CHOQUE","ANTONIO NARINO","2","PASAJERO","N","","FEMENINO","21","JUVENTUD","Restrepo","FATAL"
"1575","12806889","A001446857","44645","23:04:00","2022","MARZO","VIERNES","44645","KR 14  - CL 3  S 02","VOLCAMIENTO","ANTONIO NARINO","1","MOTOCICLISTA","S","44671","MASCULINO","27","JUVENTUD","Restrepo","FATAL"
"1599","12806885","A001446872","44646","22:50:00","2022","MARZO","SABADO","44646","KR 12 D  - CL 19  S 02","CHOQUE","ANTONIO NARINO","2","MOTOCICLISTA","N","","MASCULINO","40","ADULTEZ","Restrepo","FATAL"
"416","12806765","A001446969","44647","16:34:00","2022","MARZO","DOMINGO","44647","CL 46 A  S- KR 3  E 02","ATROPELLO","SAN CRISTOBAL","0","PEATON","N","","MASCULINO","54","ADULTEZ","Usme - Entrenubes","FATAL"
"148","12808922","A001447122","44655","06:06:00","2022","ABRIL","LUNES","44655","KR 43  - CL 10 A  02","VOLCAMIENTO","PUENTE ARANDA","1","MOTOCICLISTA","N","","MASCULINO","52","ADULTEZ","Puente Aranda","FATAL"
"244","12809909","A001447166","44662","16:00:00","2022","ABRIL","LUNES","44662","CL 136  S- KR 14 F  02","CHOQUE","USME","1","CICLISTA","N","","MASCULINO","14","ADOLESCENCIA","Usme - Entrenubes","FATAL"
"331","12809587","A001447169","44658","15:45:00","2022","ABRIL","JUEVES","44658","KR 1 A  - CL 43 B  S 02","ATROPELLO","SAN CRISTOBAL","0","PEATON","S","44712","FEMENINO","52","ADULTEZ","San Cristóbal","FATAL"
"82","12808040","A001447200","44653","16:10:00","2022","ABRIL","SABADO","44653","KR 79  - CL 51  S 02","ATROPELLO","KENNEDY","0","PEATON","N","","FEMENINO","83","ADULTO MAYOR","Bosa","FATAL"
"1743","12807714","A001447260","44651","07:53:00","2022","MARZO","JUEVES","44651","CL 24  - KR 127   02","CHOQUE","FONTIBON","1","MOTOCICLISTA","N","","MASCULINO","56","ADULTEZ","Fontibón","FATAL"
"83","12808059","A001447268","44653","21:45:00","2022","ABRIL","SABADO","44653","CL 13  - KR 65   02","CHOQUE","PUENTE ARANDA","2","MOTOCICLISTA","N","","MASCULINO","26","JUVENTUD","Puente Aranda","FATAL"
"428","12808041","A001447281","44652","23:57:00","2022","ABRIL","VIERNES","44652","AV AVENIDA CIUDAD DE VILLAVICENCIO - KR 22 G  02","CHOQUE","CIUDAD BOLIVAR","1","MOTOCICLISTA","N","","MASCULINO","34","ADULTEZ","Arborizadora","FATAL"
"399","12808046","A001447317","44652","22:00:00","2022","ABRIL","VIERNES","44652","CL 171  - KR 113   02","ATROPELLO","SUBA","0","PEATON","N","","MASCULINO","23","JUVENTUD","Torca","FATAL"
"441","12814893","A001447337","44690","01:42:00","2022","MAYO","LUNES","44690","KR 5  E- CL 88 B  S 02","ATROPELLO","USME","0","PEATON","N","","MASCULINO","36","ADULTEZ","Usme - Entrenubes","FATAL"
"2091","12809258","A001447342","44658","22:30:00","2022","ABRIL","JUEVES","44658","CL 59 C  - KR 87 F  S 02","CHOQUE","BOSA","2","CICLISTA","N","","MASCULINO","31","ADULTEZ","Edén","FATAL"
"1902","12809253","A001447440","44658","04:17:00","2022","ABRIL","JUEVES","44658","AV AVENIDA CIUDAD DE VILLAVICENCIO - KR 43 C  S 02","CHOQUE","CIUDAD BOLIVAR","1","MOTOCICLISTA","N","","MASCULINO","35","ADULTEZ","Arborizadora","FATAL"
"485","12854540","A001447525","44665","06:30:00","2022","ABRIL","JUEVES","44665","KR 11  - CL 100   02","ATROPELLO","USAQUEN","0","PEATON","N","","FEMENINO","56","ADULTEZ","Usaquén","FATAL"
"2115","12809180","A001447550","44656","05:51:00","2022","ABRIL","MARTES","44656","KR 86  - CL 67   02","CHOQUE","ENGATIVA","2","CICLISTA","S","44656","MASCULINO","22","JUVENTUD","Tabora","FATAL"
"429","12808049","A001447556","44653","19:42:00","2022","ABRIL","SABADO","44653","AV AVENIDA BOYACA - CL 17   02","CHOQUE","FONTIBON","3","CICLISTA","N","","MASCULINO","27","JUVENTUD","Salitre","FATAL"
"1789","12810818","A001447609","44670","14:30:00","2022","ABRIL","MARTES","44670","KR 77 G  - CL 63  S 02","VOLCAMIENTO","BOSA","1","MOTOCICLISTA","N","","MASCULINO","44","ADULTEZ","Bosa","FATAL"
"126","12810202","A001447672","44659","16:00:00","2022","ABRIL","VIERNES","44659","KR 10  - CL 23   02","ATROPELLO","SANTA FE","0","PEATON","N","","MASCULINO","55","ADULTEZ","Centro Histórico","FATAL"
"2343","12810376","A001447689","44668","07:15:00","2022","ABRIL","DOMINGO","44668","AC 26  - KR 59   02","CHOQUE","TEUSAQUILLO","1","CONDUCTOR","N","","MASCULINO","69","ADULTO MAYOR","Teusaquillo","FATAL"
"420","12809040","A001447711","44655","18:04:00","2022","ABRIL","LUNES","44655","AC 26  - KR 112   02","CHOQUE","FONTIBON","1","MOTOCICLISTA","N","","MASCULINO","28","JUVENTUD","Fontibón","FATAL"
"344","12809467","A001447782","44659","23:42:00","2022","ABRIL","VIERNES","44659","KR 9  - CL 147   02","CHOQUE","USAQUEN","2","CICLISTA","N","","MASCULINO","32","ADULTEZ","Usaquén","FATAL"
"2116","12809251","A001447975","44658","05:27:00","2022","ABRIL","JUEVES","44658","AV AVENIDA BOYACA - CL 128   02","CHOQUE","SUBA","1","MOTOCICLISTA","N","","MASCULINO","25","JUVENTUD","Niza","FATAL"
"103","12811080","A001447980","44665","08:49:00","2022","ABRIL","JUEVES","44665","CL 45 A  S- KR 53 A  02","CHOQUE","TUNJUELITO","1","PASAJERO","S","44673","FEMENINO","31","ADULTEZ","Tunjuelito","FATAL"
"123","12811329","A001448035","44667","02:10:00","2022","ABRIL","SABADO","44667","KR 30  - DG 76 BIS  02","CHOQUE","BARRIOS UNIDOS","1","MOTOCICLISTA","S","44667","FEMENINO","27","JUVENTUD","Barrios Unidos","FATAL"
"1564","12809458","A001448081","44660","02:05:00","2022","ABRIL","SABADO","44660","CL 80  - KR 89   02","CHOQUE","ENGATIVA","2","CICLISTA","N","","MASCULINO","26","JUVENTUD","Tabora","FATAL"
"484","12810816","A001448089","44669","23:56:00","2022","ABRIL","LUNES","44669","AU SUR - KR 75   02","CHOQUE","BOSA","2","MOTOCICLISTA","N","","MASCULINO","23","JUVENTUD","Bosa","FATAL"
"1625","12809992","A001448090","44660","05:40:00","2022","ABRIL","SABADO","44660","AK 30  - CL 1 C  02","CHOQUE","PUENTE ARANDA","2","MOTOCICLISTA","N","","MASCULINO","37","ADULTEZ","Puente Aranda","FATAL"
"1626","12809911","A001448161","44662","04:50:00","2022","ABRIL","LUNES","44662","CL 99  - TV 55   02","CHOQUE","BARRIOS UNIDOS","1","MOTOCICLISTA","N","","MASCULINO","36","ADULTEZ","Barrios Unidos","FATAL"
"1915","12809927","A001448223","44662","06:40:00","2022","ABRIL","LUNES","44662","AV AVENIDA BOYACA - CL 152 B  02","CHOQUE","SUBA","2","CICLISTA","N","","FEMENINO","45","ADULTEZ","Britalia","FATAL"
"1912","12810425","A001448238","44661","11:30:00","2022","ABRIL","DOMINGO","44661","AK 14  - CL 131  S 02","ATROPELLO","USME","0","PEATON","S","44665","FEMENINO","32","ADULTEZ","Usme - Entrenubes","FATAL"
"405","12817665","A001448325","44702","07:10:00","2022","MAYO","SABADO","44702","KR 7  - CL 49   02","CHOQUE","CHAPINERO","1","MOTOCICLISTA","N","","MASCULINO","30","ADULTEZ","Chapinero","FATAL"
"1913","12810691","A001448370","44663","11:05:00","2022","ABRIL","MARTES","44663","KR 60  - CL 63   02","CHOQUE","BARRIOS UNIDOS","1","MOTOCICLISTA","S","44663","MASCULINO","26","JUVENTUD","Barrios Unidos","FATAL"
"217","12810997","A001448444","44664","23:10:00","2022","ABRIL","MIERCOLES","44664","KR 27  - DG 31 A  S 02","CHOQUE","RAFAEL URIBE URIBE","1","MOTOCICLISTA","S","44669","MASCULINO","25","JUVENTUD","Restrepo","FATAL"
"2369","12810950","A001448445","44665","00:40:00","2022","ABRIL","JUEVES","44665","KR 14  - CL 81  S 02","ATROPELLO","USME","0","PEATON","N","","MASCULINO","36","ADULTEZ","Rafael Uribe","FATAL"
"1176","12813184","A001448467","44680","12:57:00","2022","ABRIL","VIERNES","44680","DG 2  - KR 78 q  02","CHOQUE","KENNEDY","2","MOTOCICLISTA","N","","FEMENINO","26","JUVENTUD","Kennedy","FATAL"
"371","12811641","A001448503","44672","23:22:00","2022","ABRIL","JUEVES","44672","KR 50  - CL 2   02","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","MASCULINO","61","ADULTO MAYOR","Puente Aranda","FATAL"
"480","12811844","A001448552","44674","02:05:00","2022","ABRIL","SABADO","44674","AV AVENIDA PRIMERO DE MAYO - CL 40  S 02","CHOQUE","KENNEDY","2","CICLISTA","N","","MASCULINO","21","JUVENTUD","Kennedy","FATAL"
"182","12818715","A001448583","44710","10:32:00","2022","MAYO","DOMINGO","44710","CL 45 A  S- KR 60 F  02","CHOQUE","TUNJUELITO","1","PASAJERO","N","","FEMENINO","32","ADULTEZ","Tunjuelito","FATAL"
"409","12823749","A001448585","44737","09:26:00","2022","JUNIO","SABADO","44737","KR 7  - CL 126   02","CHOQUE","USAQUEN","1","MOTOCICLISTA","N","","MASCULINO","48","ADULTEZ","Usaquén","FATAL"
"224","12811749","A001448670","44673","01:10:00","2022","ABRIL","VIERNES","44673","AV AVENIDA PRIMERO DE MAYO - KR 69 C  02","ATROPELLO","KENNEDY","0","PEATON","S","45081","MASCULINO","31","ADULTEZ","Kennedy","FATAL"
"1151","12812076","A001448728","44674","18:40:00","2022","ABRIL","SABADO","44674","KR 80 I  - CL 86 A  S 02","CHOQUE","BOSA","3","CICLISTA","N","","MASCULINO","34","ADULTEZ","Bosa","FATAL"
"171","12812844","A001448767","44678","18:40:00","2022","ABRIL","MIERCOLES","44678","CL 71 B  S- KR 16 F  02","CHOQUE","CIUDAD BOLIVAR","2","PASAJERO","N","","FEMENINO","29","ADULTEZ","Lucero","FATAL"
"486","12811070","A001448835","44671","02:13:00","2022","ABRIL","MIERCOLES","44671","CL 17  - KR 78   02","CHOQUE","FONTIBON","2","CICLISTA","N","","MASCULINO","48","ADULTEZ","Salitre","FATAL"
"1574","12812109","A001448889","44673","10:19:00","2022","ABRIL","VIERNES","44673","KR 13 A  - CL 52  S 02","ATROPELLO","TUNJUELITO","0","PEATON","S","44673","FEMENINO","1","PRIMERA INFANCIA","Tunjuelito","FATAL"
"196","12812669","A001448894","44677","08:26:00","2022","ABRIL","MARTES","44677","AC 80  - KR 103   02","CHOQUE","ENGATIVA","2","CICLISTA","N","","MASCULINO","45","ADULTEZ","Engativá","FATAL"
"332","12813026","A001449001","44679","11:06:00","2022","ABRIL","JUEVES","44679","CL 16  - KR 16   02","VOLCAMIENTO","LOS MARTIRES","2","MOTOCICLISTA","N","","MASCULINO","48","ADULTEZ","Centro Histórico","FATAL"
"2234","12815522","A001449077","44691","22:50:00","2022","MAYO","MARTES","44691","KR 81  - CL 72  S 02","CHOQUE","BOSA","2","MOTOCICLISTA","N","","MASCULINO","23","JUVENTUD","Bosa","FATAL"
"326","12812529","A001449120","44676","19:00:00","2022","ABRIL","LUNES","44676","CL 56  S- KR 16 B  02","ATROPELLO","TUNJUELITO","0","PEATON","S","44677","MASCULINO","3","PRIMERA INFANCIA","Tunjuelito","FATAL"
"1589","12813402","A001449182","44680","22:42:00","2022","ABRIL","VIERNES","44680","KR 14  - CL 31  S 02","CHOQUE","RAFAEL URIBE URIBE","2","MOTOCICLISTA","N","","MASCULINO","31","ADULTEZ","Restrepo","FATAL"
"1565","12854537","A001449322","44679","08:20:00","2022","ABRIL","JUEVES","44679","AV AVENIDA TRANSVERSAL DE SUBA - AV AVENIDA CIUDAD DE CALI  02","ATROPELLO","SUBA","0","PEATON","N","","FEMENINO","65","ADULTO MAYOR","Suba","FATAL"
"161","12814691","A001449493","44681","10:15:00","2022","ABRIL","SABADO","44681","CL 132  - KR 103 A  02","CHOQUE","SUBA","2","CICLISTA","N","","MASCULINO","46","ADULTEZ","Rincón de Suba","FATAL"
"343","12813029","A001449589","44679","21:05:00","2022","ABRIL","JUEVES","44679","CL 145  - KR 83   02","CHOQUE","SUBA","1","MOTOCICLISTA","N","","MASCULINO","20","JUVENTUD","Suba","FATAL"
"2345","12813263","A001449620","44680","02:50:00","2022","ABRIL","VIERNES","44680","CL 17  - KR 138   02","CHOQUE","FONTIBON","1","MOTOCICLISTA","S","44689","MASCULINO","32","ADULTEZ","Fontibón","FATAL"
"1175","12813400","A001449637","44681","03:53:00","2022","ABRIL","SABADO","44681","AK 86  - CL 84 A  02","CHOQUE","ENGATIVA","2","MOTOCICLISTA","N","","MASCULINO","30","ADULTEZ","Tabora","FATAL"
"1600","12813514","A001449801","44680","23:50:00","2022","ABRIL","VIERNES","44680","CL 51  S- KR 13 A  02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","S","44680","MASCULINO","60","ADULTO MAYOR","Rafael Uribe","FATAL"
"397","12817391","A001449842","44702","01:46:00","2022","MAYO","SABADO","44702","CL 13  - KR 96 H  02","ATROPELLO","FONTIBON","0","PEATON","N","","FEMENINO","21","JUVENTUD","Fontibón","FATAL"
"398","12817393","A001449842","44702","01:46:00","2022","MAYO","SABADO","44702","CL 13  - KR 96 H  02","ATROPELLO","FONTIBON","0","PEATON","N","","MASCULINO","41","ADULTEZ","Fontibón","FATAL"
"396","12814189","A001449979","44685","04:55:00","2022","MAYO","MIERCOLES","44685","CL 170  - KR 15   02","CHOQUE","USAQUEN","2","CICLISTA","N","","FEMENINO","21","JUVENTUD","Toberín","FATAL"
"193","12814993","A001450041","44690","03:20:00","2022","MAYO","LUNES","44690","AC 13  - KR 113   02","CHOQUE","FONTIBON","1","CONDUCTOR","S","44691","MASCULINO","38","ADULTEZ"," ","FATAL"
"1174","12823269","A001450051","44734","20:57:00","2022","JUNIO","MIERCOLES","44734","AV AVENIDA BOYACA - KR 93   02","CHOQUE","SUBA","2","CICLISTA","N","","MASCULINO","29","ADULTEZ","Niza","FATAL"
"2235","12815526","A001450128","44692","10:35:00","2022","MAYO","MIERCOLES","44692","KR 30  - CL 42   02","CHOQUE","TEUSAQUILLO","2","MOTOCICLISTA","N","","MASCULINO","20","JUVENTUD","Teusaquillo","FATAL"
"421","12815286","A001450250","44690","12:40:00","2022","MAYO","LUNES","44690","KR 10  - CL 7   02","CHOQUE","CANDELARIA","0","PEATON","N","","MASCULINO","64","ADULTO MAYOR","Centro Histórico","FATAL"
"422","12815287","A001450250","44690","12:40:00","2022","MAYO","LUNES","44690","KR 10  - CL 7   02","CHOQUE","CANDELARIA","0","PEATON","N","","MASCULINO","69","ADULTO MAYOR","Centro Histórico","FATAL"
"194","12814900","A001450276","44688","04:55:00","2022","MAYO","SABADO","44688","CL 169 B  - KR 92   02","CHOQUE","SUBA","1","CICLISTA","N","","MASCULINO","29","ADULTEZ","Suba","FATAL"
"1193","12823751","A001450345","44739","07:10:00","2022","JUNIO","LUNES","44739","AU SUR - KR 71  S 02","CHOQUE","BOSA","1","MOTOCICLISTA","N","","MASCULINO","34","ADULTEZ","Bosa","FATAL"
"93","12814571","A001450391","44685","15:34:00","2022","MAYO","MIERCOLES","44685","KR 14  - CL 33  S 02","CHOQUE","RAFAEL URIBE URIBE","2","MOTOCICLISTA","S","44685","MASCULINO","22","JUVENTUD","Rafael Uribe","FATAL"
"333","12815427","A001450405","44690","06:30:00","2022","MAYO","LUNES","44690","CL 234  - KR 116   02","CHOQUE","SUBA","2","MOTOCICLISTA","S","44701","MASCULINO","35","ADULTEZ"," ","FATAL"
"2339","12815438","A001450516","44691","06:30:00","2022","MAYO","MARTES","44691","AV AVENIDA DE LAS AMERICAS - KR 58   02","CHOQUE","PUENTE ARANDA","3","CICLISTA","N","","MASCULINO","52","ADULTEZ","Puente Aranda","FATAL"
"101","12824143","A001450537","44741","19:35:00","2022","JUNIO","MIERCOLES","44741","KR 19  - CL 60  S 02","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","N","","MASCULINO","62","ADULTO MAYOR","Lucero","FATAL"
"209","12817669","A001450617","44702","06:05:00","2022","MAYO","SABADO","44702","CL 78 A  - KR 100 B  02","CHOQUE","ENGATIVA","2","CICLISTA","N","","MASCULINO","32","ADULTEZ","Engativá","FATAL"
"1745","12815323","A001450658","44690","18:37:00","2022","MAYO","LUNES","44690","CL 84  S- KR 14 V  02","ATROPELLO","USME","0","PEATON","S","44691","FEMENINO","23","JUVENTUD","Usme - Entrenubes","FATAL"
"138","12815165","A001450668","44687","21:18:00","2022","MAYO","VIERNES","44687","AV AVENIDA CARACAS - CL 55  S 02","CHOQUE","RAFAEL URIBE URIBE","2","CICLISTA","S","44692","MASCULINO","45","ADULTEZ","Rafael Uribe","FATAL"
"158","12854536","A001450686","44687","17:32:00","2022","MAYO","VIERNES","44687","KR 89 B  - CL 59  S 02","CHOQUE","BOSA","0","PEATON","N","","MASCULINO","53","ADULTEZ","Porvenir","FATAL"
"150","12815078","A001450710","44689","03:00:00","2022","MAYO","DOMINGO","44689","KR 80  - CL 57 A  02","CHOQUE","KENNEDY","2","MOTOCICLISTA","S","44692","MASCULINO","28","JUVENTUD","Bosa","FATAL"
"1448","12821395","A001450732","44724","03:40:00","2022","JUNIO","DOMINGO","44724","KR 30  - AV AVENIDA DE LAS AMERICAS  02","VOLCAMIENTO","TEUSAQUILLO","2","MOTOCICLISTA","N","","MASCULINO","27","JUVENTUD","Teusaquillo","FATAL"
"1449","12820196","A001450776","44716","18:55:00","2022","JUNIO","SABADO","44716","AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 53 C BIS S 02","VOLCAMIENTO","BOSA","1","MOTOCICLISTA","N","","MASCULINO","43","ADULTEZ","Bosa","FATAL"
"149","12815292","A001450784","44690","23:47:00","2022","MAYO","LUNES","44690","KR 72  - CL 50   02","CHOQUE","ENGATIVA","2","CONDUCTOR","N","","MASCULINO","68","ADULTO MAYOR","Salitre","FATAL"
"406","12817671","A001450802","44702","22:45:00","2022","MAYO","SABADO","44702","AV AVENIDA CARACAS - CL 32  S 02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","N","","MASCULINO","51","ADULTEZ","Restrepo","FATAL"
"134","12816711","A001450808","44698","06:40:00","2022","MAYO","MARTES","44698","AV AVENIDA BOYACA - CL 37  S 02","CHOQUE","KENNEDY","2","PASAJERO","N","","MASCULINO","22","JUVENTUD","Kennedy","FATAL"
"115","12854534","A001450911","44694","04:00:00","2022","MAYO","VIERNES","44694","AV AVENIDA BOYACA - CL 8   02","ATROPELLO","KENNEDY","0","PEATON","N","","MASCULINO","42","ADULTEZ","Tintal","FATAL"
"1504","12816351","A001450923","44696","00:03:00","2022","MAYO","DOMINGO","44696","CL 62  S- KR 82 D  02","CHOQUE","BOSA","1","MOTOCICLISTA","N","","MASCULINO","31","ADULTEZ","Edén","FATAL"
"1812","12816477","A001450957","44697","06:03:00","2022","MAYO","LUNES","44697","AC 13  - KR 111 A  02","CHOQUE","FONTIBON","1","MOTOCICLISTA","N","","MASCULINO","37","ADULTEZ","Fontibón","FATAL"
"2338","12817009","A001451001","44699","16:30:00","2022","MAYO","MIERCOLES","44699","KR 19  - CL 59 C  S 02","CHOQUE","CIUDAD BOLIVAR","3","MOTOCICLISTA","N","","MASCULINO","56","ADULTEZ","Lucero","FATAL"
"159","12817664","A001451034","44702","21:01:00","2022","MAYO","SABADO","44702","DG 69 F  S- KR 14 T  02","CHOQUE","USME","1","MOTOCICLISTA","N","","MASCULINO","35","ADULTEZ","Rafael Uribe","FATAL"
"135","12815517","A001451045","44692","16:43:00","2022","MAYO","MIERCOLES","44692","AK 68  - CL 8  S 02","CHOQUE","PUENTE ARANDA","1","CICLISTA","N","","MASCULINO","49","ADULTEZ","Puente Aranda","FATAL"
"236","12855217","A001451109","44695","10:15:00","2022","MAYO","SABADO","44695","DG 16 - KR 90  02","ATROPELLO","FONTIBON","0","PEATON","N","","MASCULINO","23","JUVENTUD","Salitre","FATAL"
"1505","12854535","A001451210","44694","05:15:00","2022","MAYO","VIERNES","44694","CL 49  S- KR 81 B  02","CHOQUE","KENNEDY","2","PASAJERO","N","","FEMENINO","19","JUVENTUD","Edén","FATAL"
"1813","12816355","A001451287","44696","19:30:00","2022","MAYO","DOMINGO","44696","KR 68  - CL 1  S 02","ATROPELLO","KENNEDY","0","PEATON","N","","MASCULINO","75","ADULTO MAYOR","Kennedy","FATAL"
"1506","12816488","A001451306","44697","23:50:00","2022","MAYO","LUNES","44697","AV AVENIDA PRIMERO DE MAYO - AV AVENIDA BOYACA  02","CHOQUE","KENNEDY","2","PASAJERO","N","","FEMENINO","27","JUVENTUD","Kennedy","FATAL"
"242","12820257","A001451338","44651","22:00:00","2022","MARZO","JUEVES","44651","AV AVENIDA CARACAS - CL 11  S 02","CHOQUE","ANTONIO NARINO","1","MOTOCICLISTA","N","","MASCULINO","45","ADULTEZ","Restrepo","FATAL"
"188","12816481","A001451402","44697","07:18:00","2022","MAYO","LUNES","44697","KR 45  - CL 127   02","CHOQUE","SUBA","2","MOTOCICLISTA","N","","MASCULINO","40","ADULTEZ","Niza","FATAL"
"1916","12818706","A001451424","44698","06:30:00","2022","MAYO","MARTES","44698","KR 86  - CL 7 D  02","VOLCAMIENTO","KENNEDY","1","MOTOCICLISTA","N","","MASCULINO","36","ADULTEZ","Tintal","FATAL"
"168","12817051","A001451547","44698","14:10:00","2022","MAYO","MARTES","44698","CL 30  S- KR 26 B  02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","S","44700","FEMENINO","62","ADULTO MAYOR","Restrepo","FATAL"
